"Rank","Name","Platform","Year","Publisher","Genre","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
54503,"Owlboy","Linux",2017,"D-Pad Studio","Platform",NA,NA,NA,NA,NA
54506,"Oxenfree","NS",2017,"Night School Studio","Adventure",NA,NA,NA,NA,NA
54511,"Paladins: Champions of the Realm","XOne",2017,"Hi-Rez Studios","Shooter",NA,NA,NA,NA,NA
54512,"Paladins: Champions of the Realm","PS4",2017,"Hi-Rez Studios","Shooter",NA,NA,NA,NA,NA
54514,"Pan-Pan","NS",2017,"Might and Delight","Adventure",NA,NA,NA,NA,NA
54521,"Pankapu","NS",2017,"Plug In Digital","Action",NA,NA,NA,NA,NA
54526,"Party Golf","NS",2017,"Giant Margarita","Sports",NA,NA,NA,NA,NA
54529,"Path of Exile","XOne",2017,"Grinding Gear Games","Role-Playing",NA,NA,NA,NA,NA
54538,"Perception","NS",2017,"Feardemic","Adventure",NA,NA,NA,NA,NA
54544,"Phantom Breaker: Battle Grounds Overdrive","NS",2017,"MAGES","Action",NA,NA,NA,NA,NA
54546,"Phantom Dust","PC",2017,"Microsoft Studios","Action",NA,NA,NA,NA,NA
54547,"Phantom Trigger","NS",2017,"TinyBuild Games","Action",NA,NA,NA,NA,NA
54556,"Physical Contact: 2048","NS",2017,"Collavier Corporation","Puzzle",NA,NA,NA,NA,NA
54557,"Physical Contact: Picture Place","NS",2017,"Collavier Corporation","Puzzle",NA,NA,NA,NA,NA
54558,"Physical Contact: SPEED","NS",2017,"Collavier Corporation","Board Game",NA,NA,NA,NA,NA
54560,"Picross S","NS",2017,"Jupiter Corporation","Puzzle",NA,NA,NA,NA,NA
54561,"Piczle Lines DX","NS",2017,"Score Studios","Puzzle",NA,NA,NA,NA,NA
54570,"Pinball FX 3","PC",2017,"Zen Studios","Simulation",NA,NA,NA,NA,NA
54571,"Pinball FX 3","NS",2017,"Zen Studios","Simulation",NA,NA,NA,NA,NA
54572,"Pinball FX 3","PS4",2017,"Zen Studios","Simulation",NA,NA,NA,NA,NA
54573,"Pinball FX 3","XOne",2017,"Zen Studios","Simulation",NA,NA,NA,NA,NA
54592,"Pixel Puzzles Junior","PC",2017,"DL Softworks","Puzzle",NA,NA,NA,NA,NA
54593,"Pixel Puzzles Mosaics","PC",2017,"DL Softworks","Puzzle",NA,NA,NA,NA,NA
54602,"Plague Road","NS",2017,"Arcade Distillery","Strategy",NA,NA,NA,NA,NA
54603,"Planescape Torment: Enhanced Edition","iOS",2017,"Overhaul Games","Role-Playing",NA,NA,NA,NA,NA
54604,"Planescape Torment: Enhanced Edition","And",2017,"Beamdog","Role-Playing",NA,NA,NA,NA,NA
54605,"Planescape Torment: Enhanced Edition","Linux",2017,"Beamdog","Role-Playing",NA,NA,NA,NA,NA
54606,"Planescape Torment: Enhanced Edition","OSX",2017,"Beamdog","Role-Playing",NA,NA,NA,NA,NA
54609,"Plantera Deluxe","NS",2017,"Ratalaika Games","Simulation",NA,NA,NA,NA,NA
54623,"Poly Bridge","NS",2017,"Dry Cactus Limited","Simulation",NA,NA,NA,NA,NA
54646,"Project Nimbus: Code Mirai","PS4",2017,"GameTomo","Action",NA,NA,NA,NA,NA
54653,"Putrefaction 2: Rumble in the hometown","PC",2017,"Kazakov Oleg","Shooter",NA,NA,NA,NA,NA
54654,"Putrefaction 2: Void Walker","PC",2017,"Kazakov Oleg","Shooter",NA,NA,NA,NA,NA
54655,"Putty Pals","NS",2017,"Harmonious Games","Platform",NA,NA,NA,NA,NA
54656,"Puzzle Adventure Blockle","NS",2017,"Intense","Puzzle",NA,NA,NA,NA,NA
54657,"Puzzle Box Maker","NS",2017,"Bplus","Puzzle",NA,NA,NA,NA,NA
54660,"Pyre","PS4",2017,"Supergiant Games","Role-Playing",NA,NA,NA,NA,NA
54665,"Qbics Paint","NS",2017,"Abylight","Puzzle",NA,NA,NA,NA,NA
54667,"Quest of Dungeons","NS",2017,"Upfall Studios","Role-Playing",NA,NA,NA,NA,NA
54679,"Radial G Racing Revolved","PS4",2017,"Tammeka Games","Racing",NA,NA,NA,NA,NA
54692,"Raid: World War II","PC",2017,"Starbreeze","Shooter",NA,NA,NA,NA,NA
54693,"Raiden V","PC",2017,"UFO Interactive","Action",NA,NA,NA,NA,NA
54699,"Real Farm","PC",2017,"Soedesco","Simulation",NA,NA,NA,NA,NA
54706,"ReCore: Definitive Edition","XOne",2017,"Microsoft Studios","Action-Adventure",NA,NA,NA,NA,NA
54708,"Red Game Without a Great Name","NS",2017,"iFun4all","Puzzle",NA,NA,NA,NA,NA
54728,"Resident Evil: Revelations","NS",2017,"Capcom","Action",NA,NA,NA,NA,NA
54729,"Resident Evil: Revelations 2","NS",2017,"Capcom","Action",NA,NA,NA,NA,NA
54733,"Retro City Rampage DX","NS",2017,"Vblank Entertainment Inc.","Action",NA,NA,NA,NA,NA
54734,"Revenant Saga","NS",2017,"Kemco","Role-Playing",NA,NA,NA,NA,NA
54747,"RiME","PC",2017,"Grey Box","Adventure",NA,NA,NA,NA,NA
54748,"Riot: Civil Unrest","PC",2017,"Merge Games","Simulation",NA,NA,NA,NA,NA
54752,"Riptide GP: Renegade","NS",2017,"Vector Unit","Racing",NA,NA,NA,NA,NA
54756,"Risk of Rain","PS4",2017,"Chucklefish","Action-Adventure",NA,NA,NA,NA,NA
54757,"RIVE: Ultimate Edition","NS",2017,"Two Tribes","Platform",NA,NA,NA,NA,NA
54758,"River City: Rival Showdown","3DS",2017,"Natsume","Action",NA,NA,NA,NA,NA
54760,"Road Rage","PC",2017,"Maximum Games","Racing",NA,NA,NA,NA,NA
54771,"Rock 'N Racing: Off Road DX","NS",2017,"EnjoyUp Games","Racing",NA,NA,NA,NA,NA
54772,"Rocket Fist","NS",2017,"Bitten Toast Games","Action",NA,NA,NA,NA,NA
54778,"Rogue Trooper Redux","NS",2017,"Rebellion","Shooter",NA,NA,NA,NA,NA
54779,"Rogue Trooper Redux","PC",2017,"Rebellion","Shooter",NA,NA,NA,NA,NA
54785,"Romance of the Three Kingdoms XIII","NS",2017,"Koei Tecmo","Strategy",NA,NA,NA,NA,NA
54786,"Romancing SaGa 2","NS",2017,"Square Enix","Role-Playing",NA,NA,NA,NA,NA
54802,"RXN: Raijin","NS",2017,"KAYAC","Action",NA,NA,NA,NA,NA
54806,"Saku Saku: Love Blooms with the Cherry Blossoms","PC",2017,"Sekai Project","Visual Novel",NA,NA,NA,NA,NA
54827,"Schlag den Star","NS",2017,"bitComposer Games","Party",NA,NA,NA,NA,NA
54828,"Schlag den Star","PS4",2017,"bitComposer Games","Party",NA,NA,NA,NA,NA
54853,"Semispheres","NS",2017,"Vivid Helix","Puzzle",NA,NA,NA,NA,NA
54867,"Serial Cleaner","NS",2017,"Curve Digital","Puzzle",NA,NA,NA,NA,NA
54868,"Serious Sam 3 VR: BFE","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
54870,"Serious Sam VR: The First Encounter","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
54871,"Serious Sam VR: The Last Hope","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
54872,"Serious Sam VR: The Second Encounter","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
54873,"Serious Sam's Bogus Detour","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
54876,"Severed","NS",2017,"DrinkBox Studios","Misc",NA,NA,NA,NA,NA
54907,"Shephy","NS",2017,"Arc System Works","Puzzle",NA,NA,NA,NA,NA
54911,"Shovel Knight: Specter of Torment","NS",2017,"Yacht Club Games","Action",NA,NA,NA,NA,NA
54928,"Sisters In Hotel","PC",2017,"bch waves studio","Visual Novel",NA,NA,NA,NA,NA
54941,"Sky Force Anniversary","WiiU",2017,"Infinite Dreams Inc.","Shooter",NA,NA,NA,NA,NA
54943,"Sky Force Reloaded","PC",2017,"Infinite Dreams Inc.","Shooter",NA,NA,NA,NA,NA
54944,"Sky Force Reloaded","PS4",2017,"Infinite Dreams Inc.","Shooter",NA,NA,NA,NA,NA
54945,"Sky Force Reloaded","XOne",2017,"Infinite Dreams Inc.","Shooter",NA,NA,NA,NA,NA
54946,"Sky Ride","NS",2017,"MUTAN","Action",NA,NA,NA,NA,NA
54947,"Slain: Back From Hell","NS",2017,"Digerati","Action",NA,NA,NA,NA,NA
54954,"Slash It 2","PC",2017,"Just1337 Publisher","Puzzle",NA,NA,NA,NA,NA
54955,"Slash It Ultimate","PC",2017,"Just1337 Publisher","Puzzle",NA,NA,NA,NA,NA
54960,"Slime Rancher","OSX",2017,"Monomi Park","Simulation",NA,NA,NA,NA,NA
54961,"Slime Rancher","Linux",2017,"Monomi Park","Simulation",NA,NA,NA,NA,NA
54962,"Slime-san","NS",2017,"Fabraz","Platform",NA,NA,NA,NA,NA
54968,"Snake Pass","XOne",2017,"Sumo Digital","Puzzle",NA,NA,NA,NA,NA
54969,"Snake Pass","PS4",2017,"Sumo Digital","Puzzle",NA,NA,NA,NA,NA
54970,"Snake Pass","PC",2017,"Sumo Digital","Puzzle",NA,NA,NA,NA,NA
54971,"Snake Pass","NS",2017,"Sumo Digital","Puzzle",NA,NA,NA,NA,NA
54987,"SOMA","XOne",2017,"Frictional Games","Adventure",NA,NA,NA,NA,NA
55011,"Sparkle 2","NS",2017,"10tons Ltd","Action",NA,NA,NA,NA,NA
55014,"Sparkle 2 EVO","NS",2017,"Forever Entertainment S.A.","Simulation",NA,NA,NA,NA,NA
55024,"Spellspire","NS",2017,"10tons","Puzzle",NA,NA,NA,NA,NA
55026,"Spelunker Party!","NS",2017,"Square Enix","Action",NA,NA,NA,NA,NA
55027,"SPHERE SLICE","WiiU",2017,"RCMADIAX","Action",NA,NA,NA,NA,NA
55029,"Sphinx and the Cursed Mummy","PC",2017,"THQ Nordic","Action-Adventure",NA,NA,NA,NA,NA
55030,"Sphinx and the Cursed Mummy","Linux",2017,"THQ Nordic","Action-Adventure",NA,NA,NA,NA,NA
55036,"Splasher","NS",2017,"Plug In Digital","Platform",NA,NA,NA,NA,NA
55048,"Squareboy vs Bullies: Arena Edition","NS",2017,"Ratalaika Games","Fighting",NA,NA,NA,NA,NA
55054,"Star Ghost","NS",2017,"Rainy Frog","Action",NA,NA,NA,NA,NA
55062,"Stardew Valley","NS",2017,"Chucklefish","Simulation",NA,NA,NA,NA,NA
55070,"SteamWorld Dig 2","PC",2017,"Image & Form Games","Platform",NA,NA,NA,NA,NA
55072,"SteamWorld Dig 2","PSV",2017,"Image & Form Games","Platform",NA,NA,NA,NA,NA
55088,"Stick It To The Man","NS",2017,"Zoink Games","Platform",NA,NA,NA,NA,NA
55089,"Stifled","PS4",2017,"Sony Interactive Entertainment","Adventure",NA,NA,NA,NA,NA
55091,"Strafe","PC",2017,"Devolver Digital","Shooter",NA,NA,NA,NA,NA
55102,"Strikers 1945","NS",2017,"Zerodiv","Action",NA,NA,NA,NA,NA
55122,"Super Beat Sports","NS",2017,"Harmonix Music Systems","Music",NA,NA,NA,NA,NA
55125,"Super Comboman","XOne",2017,"Flashman Games","Action",NA,NA,NA,NA,NA
55126,"Super Comboman","PS4",2017,"Flashman Games","Action",NA,NA,NA,NA,NA
55142,"Super Mario Run","And",2017,"Nintendo","Platform",NA,NA,NA,NA,NA
55149,"Super Ping Pong Trick Shot","NS",2017,"Starsign","Action",NA,NA,NA,NA,NA
55164,"SUPERHOT","PS4",2017,"SUPERHOT Team","Shooter",NA,NA,NA,NA,NA
55165,"SUPERHOT VR","PS4",2017,"SUPERHOT Team","Shooter",NA,NA,NA,NA,NA
55181,"Tacoma","XOne",2017,"The Fullbright Company","Adventure",NA,NA,NA,NA,NA
55182,"Tactical Mind","NS",2017,"QubicGames","Strategy",NA,NA,NA,NA,NA
55189,"Tallowmere","NS",2017,"Teyon","Action",NA,NA,NA,NA,NA
55193,"Tank Troopers","3DS",2017,"Nintendo","Action",NA,NA,NA,NA,NA
55206,"Tennis in the Face","NS",2017,"Myth People","Sports",NA,NA,NA,NA,NA
55210,"Teslagrad","NS",2017,"Rain Games","Platform",NA,NA,NA,NA,NA
55244,"The Bridge","NS",2017,"The Quantum Astrophysicists Guild","Puzzle",NA,NA,NA,NA,NA
55251,"The Coma: Recut","NS",2017,"Digerati","Adventure",NA,NA,NA,NA,NA
55255,"The Count Lucanor","NS",2017,"Merge Games","Adventure",NA,NA,NA,NA,NA
55266,"The Deer God","NS",2017,"Level 77","Adventure",NA,NA,NA,NA,NA
55285,"The Flame In The Flood","NS",2017,"The Molasses Flood","Adventure",NA,NA,NA,NA,NA
55296,"The Inner World: The Last Wind Monk","PC",2017,"Kalypso Media","Puzzle",NA,NA,NA,NA,NA
55297,"The Jackbox Party Pack","NS",2017,"Jackbox Games","Party",NA,NA,NA,NA,NA
55298,"The Jackbox Party Pack 2","NS",2017,"Jackbox Games","Party",NA,NA,NA,NA,NA
55299,"The Jackbox Party Pack 3","NS",2017,"Jackbox Games","Party",NA,NA,NA,NA,NA
55300,"The Jackbox Party Pack 4","NS",2017,"Jackbox Games","Party",NA,NA,NA,NA,NA
55314,"The Legend of Heroes: Trails in the Sky the 3rd","PC",2017,"Xseed Games","Role-Playing",NA,NA,NA,NA,NA
55315,"The Legend of Heroes: Trails of Cold Steel","PC",2017,"Xseed Games","Role-Playing",NA,NA,NA,NA,NA
55332,"The Long Dark","Linux",2017,"Hinterland Studio Inc.","Simulation",NA,NA,NA,NA,NA
55333,"The Long Dark","OSX",2017,"Hinterland Studio Inc.","Simulation",NA,NA,NA,NA,NA
55345,"The Mummy Demastered","XOne",2017,"WayForward Technologies","Action",NA,NA,NA,NA,NA
55346,"The Mummy Demastered","PS4",2017,"WayForward Technologies","Action",NA,NA,NA,NA,NA
55347,"The Mummy Demastered","NS",2017,"WayForward Technologies","Action",NA,NA,NA,NA,NA
55348,"The Mummy Demastered","PC",2017,"WayForward Technologies","Action",NA,NA,NA,NA,NA
55349,"The Next Penelope","NS",2017,"Plug In Digital","Racing",NA,NA,NA,NA,NA
55359,"The Pillars of the Earth","PC",2017,"Kalypso Media","Adventure",NA,NA,NA,NA,NA
55373,"The Sexy Brutale","NS",2017,"Tequila Works","Adventure",NA,NA,NA,NA,NA
55398,"The Talos Principle VR","PC",2017,"Devolver Digital","Puzzle",NA,NA,NA,NA,NA
55419,"Thimbleweed Park","NS",2017,"Terrible Toybox","Adventure",NA,NA,NA,NA,NA
55424,"Thumper","NS",2017,"Drool","Music",NA,NA,NA,NA,NA
55430,"Time Recoil","NS",2017,"10tons","Action",NA,NA,NA,NA,NA
55431,"TINY METAL","NS",2017,"Unties","Strategy",NA,NA,NA,NA,NA
55432,"Tiny Troopers Joint Ops XL","NS",2017,"Wired Productions","Action",NA,NA,NA,NA,NA
55461,"Tooth and Tail","PS4",2017,"Pocketwatch Games","Strategy",NA,NA,NA,NA,NA
55471,"Touch Battle Tank SP","NS",2017,"SilverStar","Action",NA,NA,NA,NA,NA
55478,"Tower Of Babel","NS",2017,"EnjoyUp Games","Action",NA,NA,NA,NA,NA
55488,"Transcripted","NS",2017,"Plug In Digital","Puzzle",NA,NA,NA,NA,NA
55497,"Tricky Towers","XOne",2017,"WeirdBeard","Puzzle",NA,NA,NA,NA,NA
55529,"TumbleSeed","NS",2017,"aeiowu","Action-Adventure",NA,NA,NA,NA,NA
55530,"Tumblestone","NS",2017,"The Quantum Astrophysicists Guild","Puzzle",NA,NA,NA,NA,NA
55545,"UBERMOSH Vol.5","PC",2017,"Walter Machado","Action",NA,NA,NA,NA,NA
55549,"UBERMOSH:WRAITH","PC",2017,"Walter Machado","Action",NA,NA,NA,NA,NA
55552,"Ultra Hyperball","NS",2017,"Springloaded","Action",NA,NA,NA,NA,NA
55560,"Unepic","NS",2017,"Francis Cota","Platform",NA,NA,NA,NA,NA
55564,"Unholy Heights","NS",2017,"Mebius","Simulation",NA,NA,NA,NA,NA
55565,"UNO","NS",2017,"Ubisoft","Board Game",NA,NA,NA,NA,NA
55576,"Unturned","PC",2017,"Smartly Dressed Games","Action-Adventure",NA,NA,NA,NA,NA
55579,"Use Your Words","NS",2017,"Smiling Buddha Games, LLC.","Party",NA,NA,NA,NA,NA
55581,"Uurnog Uurnlimited","NS",2017,"Raw Fury","Platform",NA,NA,NA,NA,NA
55587,"Vaccine","WiiU",2017,"Rainy Frog","Action",NA,NA,NA,NA,NA
55588,"Vaccine","NS",2017,"Rainy Frog","Action",NA,NA,NA,NA,NA
55594,"Vaporum","PC",2017,"Fatbot Games","Adventure",NA,NA,NA,NA,NA
55607,"Victor Vran: Overkill Edition","XOne",2017,"Wired Productions","Role-Playing",NA,NA,NA,NA,NA
55608,"Victor Vran: Overkill Edition","PS4",2017,"Wired Productions","Role-Playing",NA,NA,NA,NA,NA
55609,"Violett","NS",2017,"Forever Entertainment S.A.","Adventure",NA,NA,NA,NA,NA
55616,"Volgarr the Viking","NS",2017,"Crazy Viking Studios","Action",NA,NA,NA,NA,NA
55618,"Voodoo Vince: Remastered","XOne",2017,"Microsoft Studios","Platform",NA,NA,NA,NA,NA
55619,"Voodoo Vince: Remastered","PC",2017,"Microsoft Studios","Platform",NA,NA,NA,NA,NA
55620,"Vostok Inc.","NS",2017,"Wired Productions","Action",NA,NA,NA,NA,NA
55621,"VRChat","PC",2017,"VRChat Inc.","Simulation",NA,NA,NA,NA,NA
55622,"Vroom in the Night Sky","NS",2017,"Poisoft","Racing",NA,NA,NA,NA,NA
55623,"VVVVVV","NS",2017,"Nicalis","Platform",NA,NA,NA,NA,NA
55653,"Wheels of Aurelia","NS",2017,"Mixedbag Srl","Adventure",NA,NA,NA,NA,NA
55658,"Wild Guns Reloaded","PS4",2017,"Natsume","Shooter",NA,NA,NA,NA,NA
55663,"WILL: A Wonderful World","PC",2017,"AGM Playism","Visual Novel",NA,NA,NA,NA,NA
55686,"Woodle Tree Adventures","NS",2017,"Chubby Pixel","Adventure",NA,NA,NA,NA,NA
55695,"World of Final Fantasy","PC",2017,"Square Enix","Role-Playing",NA,NA,NA,NA,NA
55699,"World of Goo","NS",2017,"Tomorrow Corporation","Puzzle",NA,NA,NA,NA,NA
55706,"Worlds Adrift","PC",2017,"Bossa Studios","MMO",NA,NA,NA,NA,NA
55709,"Worms: WMD","NS",2017,"Team17 Digital Ltd","Strategy",NA,NA,NA,NA,NA
55718,"Wulverblade","NS",2017,"Darkwind Media","Action",NA,NA,NA,NA,NA
55719,"WWE 2k17","PC",2017,"2K Games","Fighting",NA,NA,NA,NA,NA
55736,"Xenon Valkyrie+","PSV",2017,"COWCAT","Platform",NA,NA,NA,NA,NA
55740,"Xenon Valkyrie+","PC",2017,"COWCAT","Platform",NA,NA,NA,NA,NA
55741,"Xenoraid","NS",2017,"10tons Ltd","Action",NA,NA,NA,NA,NA
55744,"Xuan Yuan Sword: The Gate of Firmament","PS4",2017,"Sony Interactive Entertainment","Role-Playing",NA,NA,NA,NA,NA
55757,"Yodanji","NS",2017,"Kemco","Role-Playing",NA,NA,NA,NA,NA
55759,"Yono and the Celestial Elephants","NS",2017,"Plug In Digital","Adventure",NA,NA,NA,NA,NA
55760,"Yooka-Laylee","NS",2017,"Team17 Digital Ltd","Platform",NA,NA,NA,NA,NA
55776,"ZOMBIE GOLD RUSH","NS",2017,"Amazing Inc.","Action",NA,NA,NA,NA,NA
55779,"Zoo Tycoon: Ultimate Animal Collection","XOne",2017,"Microsoft Studios","Simulation",NA,NA,NA,NA,NA
